string	surah_frequency
صحب	{'105': 35.817761332099906, '90': 9.308570741675682, '85': 7.808611475244529, '81': 6.780316959985991, '80': 5.38436935057711, '70': 3.6777165653495443, '64': 3.2755805591980036, '74': 3.132351751476418, '72': 2.8754223757008655, '68': 2.534795417348609, '67': 2.500177574016078, '60': 2.3043594703169172, '54': 2.2788617168417646, '53': 2.2325433892636797, '51': 2.1880704133819333, '50': 2.1622270620427764, '56': 1.9406560910207253, '59': 1.8368082734410207, '58': 1.7908880666049953, '31': 1.587299635141229, '57': 1.386883014542589, '46': 1.2567635555122774, '15': 1.1861893601703353, '36': 1.0998778513194898, '35': 1.084672166739036, '38': 1.0609253195599457, '13': 0.9686167085694273, '34': 0.9463624476028695, '25': 0.8925335976579608, '29': 0.8367785786067018, '39': 0.7104859945134091, '21': 0.6760841285501008, '40': 0.6727713439267439, '22': 0.6494351680238848, '26': 0.60797676061867, '20': 0.5821968273062176, '18': 0.4918259765004763, '12': 0.462035059247503, '10': 0.4592020683602552, '11': 0.4192409723350116, '9': 0.3187496655594111, '5': 0.29432244038524397, '6': 0.26463492150282614, '7': 0.24243923208896348, '3': 0.23271426854189203, '4': 0.22425711464224796, '2': 0.13377858243557939}
رود	{'86': 12.4819471308833, '85': 7.808611475244529, '75': 4.667470315231149, '61': 3.876745932415519, '76': 3.168494271685761, '74': 3.132351751476418, '72': 2.8754223757008655, '52': 2.4229662077596994, '54': 2.2788617168417646, '53': 2.2325433892636797, '32': 2.2115664715122088, '51': 2.1880704133819333, '48': 1.4094243124692865, '36': 1.0998778513194898, '35': 1.084672166739036, '38': 1.0609253195599457, '30': 1.0071008687509753, '14': 0.9991613227875049, '42': 0.9795582766210438, '13': 0.9686167085694273, '34': 0.9463624476028695, '25': 0.8925335976579608, '37': 0.8759261144479509, '23': 0.7786469854804328, '39': 0.7104859945134091, '21': 0.6760841285501008, '40': 0.6727713439267439, '8': 0.6525215925847904, '22': 0.6494351680238848, '33': 0.6351646188421726, '24': 0.6310291157704311, '26': 0.60797676061867, '20': 0.5821968273062176, '28': 0.5681438004402054, '17': 0.5112060258382239, '18': 0.4918259765004763, '12': 0.462035059247503, '10': 0.4592020683602552, '16': 0.4385459199565067, '11': 0.4192409723350116, '9': 0.3187496655594111, '5': 0.29432244038524397, '6': 0.26463492150282614, '7': 0.24243923208896348, '3': 0.23271426854189203, '4': 0.22425711464224796, '2': 0.13377858243557939}
يدي	{'111': 31.68494271685761, '80': 5.38436935057711, '62': 4.8317214700193425, '78': 4.405393105017636, '61': 3.876745932415519, '66': 3.4468975340514554, '72': 2.8754223757008655, '67': 2.500177574016078, '49': 2.4850935464202046, '60': 2.3043594703169172, '59': 1.8368082734410207, '58': 1.7908880666049953, '48': 1.4094243124692865, '57': 1.386883014542589, '46': 1.2567635555122774, '36': 1.0998778513194898, '35': 1.084672166739036, '38': 1.0609253195599457, '30': 1.0071008687509753, '41': 0.9997676099979342, '14': 0.9991613227875049, '42': 0.9795582766210438, '13': 0.9686167085694273, '34': 0.9463624476028695, '25': 0.8925335976579608, '19': 0.8092421519040254, '23': 0.7786469854804328, '27': 0.7005174410189607, '21': 0.6760841285501008, '8': 0.6525215925847904, '22': 0.6494351680238848, '24': 0.6310291157704311, '26': 0.60797676061867, '20': 0.5821968273062176, '28': 0.5681438004402054, '17': 0.5112060258382239, '18': 0.4918259765004763, '12': 0.462035059247503, '10': 0.4592020683602552, '11': 0.4192409723350116, '9': 0.3187496655594111, '5': 0.29432244038524397, '6': 0.26463492150282614, '7': 0.24243923208896348, '3': 0.23271426854189203, '4': 0.22425711464224796, '2': 0.13377858243557939}
جزي	{'98': 9.749213143648497, '92': 9.5791687283523, '78': 4.405393105017636, '77': 4.098549804170636, '66': 3.4468975340514554, '76': 3.168494271685761, '52': 2.4229662077596994, '54': 2.2788617168417646, '53': 2.2325433892636797, '32': 2.2115664715122088, '55': 2.0216159770264976, '56': 1.9406560910207253, '59': 1.8368082734410207, '45': 1.64926628756416, '31': 1.587299635141229, '46': 1.2567635555122774, '36': 1.0998778513194898, '35': 1.084672166739036, '30': 1.0071008687509753, '41': 0.9997676099979342, '14': 0.9991613227875049, '42': 0.9795582766210438, '34': 0.9463624476028695, '25': 0.8925335976579608, '37': 0.8759261144479509, '29': 0.8367785786067018, '23': 0.7786469854804328, '39': 0.7104859945134091, '27': 0.7005174410189607, '21': 0.6760841285501008, '40': 0.6727713439267439, '33': 0.6351646188421726, '24': 0.6310291157704311, '20': 0.5821968273062176, '28': 0.5681438004402054, '17': 0.5112060258382239, '18': 0.4918259765004763, '12': 0.462035059247503, '10': 0.4592020683602552, '16': 0.4385459199565067, '9': 0.3187496655594111, '5': 0.29432244038524397, '6': 0.26463492150282614, '7': 0.24243923208896348, '3': 0.23271426854189203, '4': 0.22425711464224796, '2': 0.13377858243557939}
نبا	{'62': 4.8317214700193425, '75': 4.667470315231149, '78': 4.405393105017636, '66': 3.4468975340514554, '64': 3.2755805591980036, '65': 2.9317028848338, '49': 2.4850935464202046, '60': 2.3043594703169172, '54': 2.2788617168417646, '53': 2.2325433892636797, '58': 1.7908880666049953, '45': 1.64926628756416, '31': 1.587299635141229, '57': 1.386883014542589, '15': 1.1861893601703353, '35': 1.084672166739036, '38': 1.0609253195599457, '41': 0.9997676099979342, '14': 0.9991613227875049, '13': 0.9686167085694273, '34': 0.9463624476028695, '43': 0.9230347458132189, '25': 0.8925335976579608, '37': 0.8759261144479509, '29': 0.8367785786067018, '19': 0.8092421519040254, '39': 0.7104859945134091, '27': 0.7005174410189607, '8': 0.6525215925847904, '22': 0.6494351680238848, '33': 0.6351646188421726, '24': 0.6310291157704311, '26': 0.60797676061867, '20': 0.5821968273062176, '28': 0.5681438004402054, '17': 0.5112060258382239, '18': 0.4918259765004763, '12': 0.462035059247503, '10': 0.4592020683602552, '11': 0.4192409723350116, '9': 0.3187496655594111, '5': 0.29432244038524397, '6': 0.26463492150282614, '7': 0.24243923208896348, '3': 0.23271426854189203, '4': 0.22425711464224796, '2': 0.13377858243557939}
عزز	{'85': 7.808611475244529, '62': 4.8317214700193425, '63': 4.489419676502986, '61': 3.876745932415519, '64': 3.2755805591980036, '67': 2.500177574016078, '44': 2.3205873539106983, '60': 2.3043594703169172, '54': 2.2788617168417646, '32': 2.2115664715122088, '59': 1.8368082734410207, '58': 1.7908880666049953, '45': 1.64926628756416, '31': 1.587299635141229, '48': 1.4094243124692865, '57': 1.386883014542589, '46': 1.2567635555122774, '36': 1.0998778513194898, '35': 1.084672166739036, '38': 1.0609253195599457, '30': 1.0071008687509753, '41': 0.9997676099979342, '14': 0.9991613227875049, '42': 0.9795582766210438, '34': 0.9463624476028695, '43': 0.9230347458132189, '37': 0.8759261144479509, '29': 0.8367785786067018, '19': 0.8092421519040254, '39': 0.7104859945134091, '27': 0.7005174410189607, '40': 0.6727713439267439, '8': 0.6525215925847904, '22': 0.6494351680238848, '33': 0.6351646188421726, '26': 0.60797676061867, '18': 0.4918259765004763, '12': 0.462035059247503, '10': 0.4592020683602552, '16': 0.4385459199565067, '11': 0.4192409723350116, '9': 0.3187496655594111, '5': 0.29432244038524397, '6': 0.26463492150282614, '3': 0.23271426854189203, '4': 0.22425711464224796, '2': 0.13377858243557939}
سلم	{'97': 28.80877976190476, '61': 3.7959803921568627, '66': 3.375087168758717, '72': 2.8155177428737637, '68': 2.4819871794871795, '49': 2.433320764203117, '52': 2.3724877450980393, '51': 2.1424856131031427, '50': 2.1171806649168854, '56': 1.9002257557911266, '59': 1.7985414344109993, '31': 1.5542308927424533, '47': 1.4679632999696695, '48': 1.3800613059595095, '46': 1.2305809814391049, '15': 1.1614770818334532, '36': 1.0769637294170005, '30': 0.9861196006519967, '41': 0.9789391181229773, '14': 0.9783454618960986, '13': 0.9484371938075642, '43': 0.9038048552754434, '25': 0.8739391477067533, '37': 0.8576776537302853, '29': 0.8193456915523954, '19': 0.7923829404060247, '39': 0.6956842029610464, '27': 0.6859233276643991, '21': 0.6619990425386404, '40': 0.6587552742616034, '8': 0.6389273927392739, '22': 0.6359052686900538, '33': 0.621932022616294, '24': 0.6178826758585472, '26': 0.595310578105781, '20': 0.5700677267373381, '28': 0.5563074712643677, '12': 0.45240932884651336, '10': 0.44963535860274984, '16': 0.4294095466240795, '11': 0.41050678541136554, '9': 0.3121090475269233, '5': 0.28819072287721803, '6': 0.2591216939715173, '7': 0.2373884147537767, '3': 0.22786605461393597, '4': 0.21958509142053445, '2': 0.13099152863483815}
شدد	{'100': 19.437248995983936, '85': 7.645932069510269, '78': 4.313614081996435, '79': 3.859549441786284, '73': 3.8229660347551344, '66': 3.375087168758717, '76': 3.1024839743589743, '65': 2.8706257413997625, '72': 2.8155177428737637, '53': 2.1860320686540198, '50': 2.1171806649168854, '59': 1.7985414344109993, '58': 1.7535778985507247, '47': 1.4679632999696695, '48': 1.3800613059595095, '57': 1.357989618406285, '46': 1.2305809814391049, '35': 1.0620748299319727, '38': 1.0388227087357802, '30': 0.9861196006519967, '41': 0.9789391181229773, '14': 0.9783454618960986, '42': 0.959150812524772, '13': 0.9484371938075642, '34': 0.9266465632778096, '43': 0.9038048552754434, '37': 0.8576776537302853, '19': 0.7923829404060247, '23': 0.7624251732829238, '27': 0.6859233276643991, '40': 0.6587552742616034, '8': 0.6389273927392739, '22': 0.6359052686900538, '33': 0.621932022616294, '20': 0.5700677267373381, '28': 0.5563074712643677, '17': 0.5005559002999276, '18': 0.48157960199004973, '12': 0.45240932884651336, '10': 0.44963535860274984, '11': 0.41050678541136554, '9': 0.3121090475269233, '5': 0.28819072287721803, '6': 0.2591216939715173, '7': 0.2373884147537767, '3': 0.22786605461393597, '4': 0.21958509142053445, '2': 0.13099152863483815}
شهد	{'100': 19.437248995983936, '85': 7.645932069510269, '62': 4.731060606060606, '83': 4.609404761904762, '63': 4.395890099909173, '73': 3.8229660347551344, '70': 3.601097470238095, '64': 3.207339297548045, '74': 3.067094423320659, '65': 2.8706257413997625, '32': 2.1654921700223713, '50': 2.1171806649168854, '59': 1.7985414344109993, '58': 1.7535778985507247, '48': 1.3800613059595095, '57': 1.357989618406285, '46': 1.2305809814391049, '36': 1.0769637294170005, '41': 0.9789391181229773, '13': 0.9484371938075642, '34': 0.9266465632778096, '43': 0.9038048552754434, '25': 0.8739391477067533, '37': 0.8576776537302853, '29': 0.8193456915523954, '19': 0.7923829404060247, '23': 0.7624251732829238, '39': 0.6956842029610464, '27': 0.6859233276643991, '21': 0.6619990425386404, '40': 0.6587552742616034, '22': 0.6359052686900538, '33': 0.621932022616294, '24': 0.6178826758585472, '28': 0.5563074712643677, '17': 0.5005559002999276, '18': 0.48157960199004973, '12': 0.45240932884651336, '10': 0.44963535860274984, '16': 0.4294095466240795, '11': 0.41050678541136554, '9': 0.3121090475269233, '5': 0.28819072287721803, '6': 0.2591216939715173, '7': 0.2373884147537767, '3': 0.22786605461393597, '4': 0.21958509142053445, '2': 0.13099152863483815}
نظر	{'86': 12.221906565656564, '88': 8.44655322862129, '80': 5.272194989106754, '83': 4.609404761904762, '75': 4.5702313503305, '78': 4.313614081996435, '74': 3.067094423320659, '44': 2.2722417840375586, '32': 2.1654921700223713, '51': 2.1424856131031427, '50': 2.1171806649168854, '56': 1.9002257557911266, '59': 1.7985414344109993, '47': 1.4679632999696695, '57': 1.357989618406285, '15': 1.1614770818334532, '36': 1.0769637294170005, '35': 1.0620748299319727, '38': 1.0388227087357802, '30': 0.9861196006519967, '42': 0.959150812524772, '43': 0.9038048552754434, '25': 0.8739391477067533, '37': 0.8576776537302853, '29': 0.8193456915523954, '39': 0.6956842029610464, '27': 0.6859233276643991, '21': 0.6619990425386404, '40': 0.6587552742616034, '8': 0.6389273927392739, '22': 0.6359052686900538, '33': 0.621932022616294, '26': 0.595310578105781, '20': 0.5700677267373381, '28': 0.5563074712643677, '17': 0.5005559002999276, '18': 0.48157960199004973, '12': 0.45240932884651336, '10': 0.44963535860274984, '16': 0.4294095466240795, '11': 0.41050678541136554, '9': 0.3121090475269233, '5': 0.28819072287721803, '6': 0.2591216939715173, '7': 0.2373884147537767, '3': 0.22786605461393597, '4': 0.21958509142053445, '2': 0.13099152863483815}
قلب	{'84': 6.639060356652949, '83': 4.609404761904762, '63': 4.395890099909173, '79': 3.859549441786284, '61': 3.7959803921568627, '66': 3.375087168758717, '64': 3.207339297548045, '74': 3.067094423320659, '67': 2.4480905412240768, '49': 2.433320764203117, '50': 2.1171806649168854, '59': 1.7985414344109993, '58': 1.7535778985507247, '45': 1.6149065732399064, '47': 1.4679632999696695, '48': 1.3800613059595095, '57': 1.357989618406285, '15': 1.1614770818334532, '30': 0.9861196006519967, '41': 0.9789391181229773, '42': 0.959150812524772, '13': 0.9484371938075642, '34': 0.9266465632778096, '43': 0.9038048552754434, '37': 0.8576776537302853, '29': 0.8193456915523954, '23': 0.7624251732829238, '39': 0.6956842029610464, '21': 0.6619990425386404, '40': 0.6587552742616034, '8': 0.6389273927392739, '22': 0.6359052686900538, '33': 0.621932022616294, '24': 0.6178826758585472, '26': 0.595310578105781, '28': 0.5563074712643677, '17': 0.5005559002999276, '18': 0.48157960199004973, '12': 0.45240932884651336, '10': 0.44963535860274984, '16': 0.4294095466240795, '9': 0.3121090475269233, '5': 0.28819072287721803, '6': 0.2591216939715173, '7': 0.2373884147537767, '3': 0.22786605461393597, '4': 0.21958509142053445, '2': 0.13099152863483815}
سوي	{'87': 11.203414351851851, '91': 10.275743099787686, '82': 9.434454191033138, '75': 4.5702313503305, '63': 4.395890099909173, '79': 3.859549441786284, '67': 2.4480905412240768, '52': 2.3724877450980393, '44': 2.2722417840375586, '60': 2.2563519813519815, '53': 2.1860320686540198, '32': 2.1654921700223713, '59': 1.7985414344109993, '45': 1.6149065732399064, '48': 1.3800613059595095, '57': 1.357989618406285, '15': 1.1614770818334532, '36': 1.0769637294170005, '35': 1.0620748299319727, '38': 1.0388227087357802, '30': 0.9861196006519967, '41': 0.9789391181229773, '14': 0.9783454618960986, '13': 0.9484371938075642, '43': 0.9038048552754434, '25': 0.8739391477067533, '37': 0.8576776537302853, '19': 0.7923829404060247, '23': 0.7624251732829238, '39': 0.6956842029610464, '21': 0.6619990425386404, '40': 0.6587552742616034, '8': 0.6389273927392739, '22': 0.6359052686900538, '26': 0.595310578105781, '20': 0.5700677267373381, '28': 0.5563074712643677, '18': 0.48157960199004973, '10': 0.44963535860274984, '16': 0.4294095466240795, '11': 0.41050678541136554, '9': 0.3121090475269233, '5': 0.28819072287721803, '6': 0.2591216939715173, '7': 0.2373884147537767, '3': 0.22786605461393597, '4': 0.21958509142053445, '2': 0.13099152863483815}
صدق	{'92': 9.188182249644044, '62': 4.634508348794062, '75': 4.476961322772735, '63': 4.306178057053884, '61': 3.718511404561825, '70': 3.527605685131195, '66': 3.306207838784049, '68': 2.4313343799058083, '67': 2.3981295097705244, '49': 2.3836611567704, '52': 2.32406962785114, '44': 2.2258695027306694, '54': 2.1858469528890394, '32': 2.121298452266813, '51': 2.0987614169173643, '56': 1.8614456383260016, '59': 1.761836507178122, '58': 1.7177905944986689, '45': 1.5819492962350103, '47': 1.4380048652764108, '48': 1.351896789511356, '57': 1.3302755445612588, '46': 1.2054670838587151, '15': 1.1377734679184848, '36': 1.0549848777962454, '35': 1.0403998334027487, '34': 0.9077354089252012, '37': 0.8401740281439529, '29': 0.8026243509084691, '19': 0.7762118599895753, '39': 0.681486566165923, '27': 0.671924892405942, '21': 0.6484888579970354, '40': 0.645311289072591, '33': 0.6092395323588186, '24': 0.6052728253308216, '26': 0.5831613826342344, '28': 0.544954257565095, '17': 0.4903404737631944, '12': 0.44317648540066606, '10': 0.4404591267945305, '11': 0.4021290959131744, '9': 0.30573947512841465, '5': 0.2823092795531932, '6': 0.2538334961353639, '7': 0.23254375322818943, '3': 0.22321572696875358, '4': 0.215103763024197, '2': 0.12831823213208635}
ليل	{'97': 28.22084548104956, '93': 14.633030990173845, '91': 10.066034056934875, '92': 9.188182249644044, '81': 6.503569328966154, '84': 6.503569328966154, '89': 5.393745211395138, '78': 4.225581141547528, '79': 3.7807831266477883, '73': 3.7449463197601314, '71': 3.6752728998576174, '76': 3.03916797488226, '74': 3.004500659579421, '69': 2.74846495119787, '52': 2.32406962785114, '44': 2.2258695027306694, '51': 2.0987614169173643, '50': 2.0739728962451123, '45': 1.5819492962350103, '31': 1.522511894931383, '57': 1.3302755445612588, '15': 1.1377734679184848, '36': 1.0549848777962454, '35': 1.0403998334027487, '30': 0.9659947108427722, '41': 0.9589607687735288, '14': 0.9583792279798516, '13': 0.9290813327094505, '34': 0.9077354089252012, '25': 0.8561036548964114, '37': 0.8401740281439529, '19': 0.7762118599895753, '23': 0.7468654758689866, '39': 0.681486566165923, '27': 0.671924892405942, '21': 0.6484888579970354, '40': 0.645311289072591, '22': 0.6229276101453589, '24': 0.6052728253308216, '20': 0.5584336914978004, '28': 0.544954257565095, '17': 0.4903404737631944, '10': 0.4404591267945305, '16': 0.4206460864888941, '11': 0.4021290959131744, '6': 0.2538334961353639, '7': 0.23254375322818943, '3': 0.22321572696875358, '2': 0.12831823213208635}
سبح	{'110': 36.752728998576174, '87': 10.974773242630384, '62': 4.634508348794062, '79': 3.7807831266477883, '73': 3.7449463197601314, '61': 3.718511404561825, '64': 3.1418833935164523, '76': 3.03916797488226, '69': 2.74846495119787, '68': 2.4313343799058083, '52': 2.32406962785114, '32': 2.121298452266813, '50': 2.0739728962451123, '56': 1.8614456383260016, '59': 1.761836507178122, '48': 1.351896789511356, '57': 1.3302755445612588, '15': 1.1377734679184848, '36': 1.0549848777962454, '38': 1.0176222452921928, '30': 0.9659947108427722, '41': 0.9589607687735288, '42': 0.9395763061467155, '13': 0.9290813327094505, '34': 0.9077354089252012, '43': 0.8853598582290059, '25': 0.8561036548964114, '37': 0.8401740281439529, '19': 0.7762118599895753, '23': 0.7468654758689866, '39': 0.681486566165923, '27': 0.671924892405942, '21': 0.6484888579970354, '40': 0.645311289072591, '33': 0.6092395323588186, '24': 0.6052728253308216, '20': 0.5584336914978004, '28': 0.544954257565095, '17': 0.4903404737631944, '12': 0.44317648540066606, '10': 0.4404591267945305, '16': 0.4206460864888941, '9': 0.30573947512841465, '5': 0.2823092795531932, '6': 0.2538334961353639, '7': 0.23254375322818943, '3': 0.22321572696875358, '4': 0.215103763024197, '2': 0.12831823213208635}
عظم	{'62': 4.541818181818182, '83': 4.425028571428571, '75': 4.38742209631728, '78': 4.141069518716578, '79': 3.7051674641148327, '73': 3.670047393364929, '61': 3.6441411764705887, '64': 3.0790457256461234, '65': 2.755800711743772, '69': 2.6934956521739135, '68': 2.382707692307692, '49': 2.3359879336349927, '44': 2.1813521126760564, '56': 1.8242167255594819, '45': 1.5503103103103102, '31': 1.4920616570327554, '48': 1.3248588537211292, '57': 1.3036700336700335, '46': 1.1813577421815409, '15': 1.1150179985601152, '36': 1.0338851802403204, '38': 0.997269800386349, '41': 0.9397815533980584, '14': 0.9392116434202546, '42': 0.9207847800237812, '43': 0.8676526610644258, '37': 0.823370547581074, '19': 0.760687622789784, '23': 0.7319281663516068, '39': 0.6678568348426046, '27': 0.6584863945578231, '21': 0.6355190808370947, '40': 0.6324050632911392, '8': 0.613370297029703, '22': 0.6104690579424518, '33': 0.5970547417116422, '24': 0.5931673688242053, '26': 0.5714981549815499, '28': 0.5340551724137931, '17': 0.4805336642879305, '12': 0.4343129556926529, '10': 0.43164994425863995, '16': 0.4122331647591163, '9': 0.29962468562584643, '5': 0.27666309396212935, '6': 0.2487568262126566, '7': 0.22789287816362566, '3': 0.21875141242937854, '4': 0.2108016877637131, '2': 0.1257518674894446}
نذر	{'92': 9.004418604651164, '78': 4.141069518716578, '77': 3.852636815920398, '79': 3.7051674641148327, '71': 3.6017674418604653, '76': 2.9783846153846154, '74': 2.9444106463878326, '67': 2.3501669195751136, '44': 2.1813521126760564, '54': 2.1421300138312587, '53': 2.098590785907859, '32': 2.0788724832214767, '51': 2.056786188579017, '50': 2.03249343832021, '48': 1.3248588537211292, '46': 1.1813577421815409, '15': 1.1150179985601152, '36': 1.0338851802403204, '35': 1.019591836734694, '38': 0.997269800386349, '41': 0.9397815533980584, '14': 0.9392116434202546, '42': 0.9207847800237812, '13': 0.9104997060552616, '34': 0.8895807007466973, '43': 0.8676526610644258, '25': 0.8389815817984833, '37': 0.823370547581074, '29': 0.7865718638902996, '19': 0.760687622789784, '39': 0.6678568348426046, '27': 0.6584863945578231, '21': 0.6355190808370947, '40': 0.6324050632911392, '22': 0.6104690579424518, '33': 0.5970547417116422, '26': 0.5714981549815499, '28': 0.5340551724137931, '17': 0.4805336642879305, '18': 0.46231641791044775, '10': 0.43164994425863995, '16': 0.4122331647591163, '11': 0.39408651399491096, '9': 0.29962468562584643, '5': 0.27666309396212935, '6': 0.2487568262126566, '7': 0.22789287816362566, '3': 0.21875141242937854, '4': 0.2108016877637131, '2': 0.1257518674894446}
مثل	{'89': 5.285870307167236, '62': 4.541818181818182, '66': 3.2400836820083683, '76': 2.9783846153846154, '74': 2.9444106463878326, '65': 2.755800711743772, '52': 2.2775882352941177, '60': 2.1660979020979023, '51': 2.056786188579017, '56': 1.8242167255594819, '59': 1.7265997770345598, '47': 1.4092447679708826, '48': 1.3248588537211292, '57': 1.3036700336700335, '46': 1.1813577421815409, '36': 1.0338851802403204, '35': 1.019591836734694, '38': 0.997269800386349, '30': 0.9466748166259169, '41': 0.9397815533980584, '14': 0.9392116434202546, '42': 0.9207847800237812, '13': 0.9104997060552616, '34': 0.8895807007466973, '43': 0.8676526610644258, '25': 0.8389815817984833, '37': 0.823370547581074, '29': 0.7865718638902996, '19': 0.760687622789784, '23': 0.7319281663516068, '39': 0.6678568348426046, '21': 0.6355190808370947, '40': 0.6324050632911392, '8': 0.613370297029703, '22': 0.6104690579424518, '24': 0.5931673688242053, '26': 0.5714981549815499, '20': 0.5472650176678445, '28': 0.5340551724137931, '17': 0.4805336642879305, '18': 0.46231641791044775, '10': 0.43164994425863995, '16': 0.4122331647591163, '11': 0.39408651399491096, '5': 0.27666309396212935, '6': 0.2487568262126566, '7': 0.22789287816362566, '3': 0.21875141242937854, '4': 0.2108016877637131, '2': 0.1257518674894446}
حيي	{'87': 10.755277777777778, '89': 5.285870307167236, '75': 4.38742209631728, '77': 3.852636815920398, '79': 3.7051674641148327, '67': 2.3501669195751136, '44': 2.1813521126760564, '53': 2.098590785907859, '50': 2.03249343832021, '58': 1.6834347826086957, '45': 1.5503103103103102, '31': 1.4920616570327554, '47': 1.4092447679708826, '57': 1.3036700336700335, '46': 1.1813577421815409, '15': 1.1150179985601152, '36': 1.0338851802403204, '35': 1.019591836734694, '30': 0.9466748166259169, '41': 0.9397815533980584, '14': 0.9392116434202546, '42': 0.9207847800237812, '13': 0.9104997060552616, '43': 0.8676526610644258, '25': 0.8389815817984833, '29': 0.7865718638902996, '19': 0.760687622789784, '23': 0.7319281663516068, '39': 0.6678568348426046, '21': 0.6355190808370947, '40': 0.6324050632911392, '8': 0.613370297029703, '22': 0.6104690579424518, '33': 0.5970547417116422, '24': 0.5931673688242053, '26': 0.5714981549815499, '20': 0.5472650176678445, '28': 0.5340551724137931, '17': 0.4805336642879305, '18': 0.46231641791044775, '10': 0.43164994425863995, '16': 0.4122331647591163, '11': 0.39408651399491096, '9': 0.29962468562584643, '5': 0.27666309396212935, '6': 0.2487568262126566, '7': 0.22789287816362566, '3': 0.21875141242937854, '4': 0.2108016877637131, '2': 0.1257518674894446}
حسن	{'95': 22.445797101449276, '92': 9.004418604651164, '77': 3.852636815920398, '73': 3.670047393364929, '64': 3.0790457256461234, '65': 2.755800711743772, '67': 2.3501669195751136, '60': 2.1660979020979023, '53': 2.098590785907859, '32': 2.0788724832214767, '51': 2.056786188579017, '55': 1.900319018404908, '59': 1.7265997770345598, '31': 1.4920616570327554, '48': 1.3248588537211292, '57': 1.3036700336700335, '46': 1.1813577421815409, '35': 1.019591836734694, '38': 0.997269800386349, '41': 0.9397815533980584, '42': 0.9207847800237812, '13': 0.9104997060552616, '25': 0.8389815817984833, '37': 0.823370547581074, '29': 0.7865718638902996, '19': 0.760687622789784, '23': 0.7319281663516068, '39': 0.6678568348426046, '27': 0.6584863945578231, '21': 0.6355190808370947, '40': 0.6324050632911392, '8': 0.613370297029703, '22': 0.6104690579424518, '33': 0.5970547417116422, '24': 0.5931673688242053, '20': 0.5472650176678445, '28': 0.5340551724137931, '17': 0.4805336642879305, '18': 0.46231641791044775, '12': 0.4343129556926529, '10': 0.43164994425863995, '16': 0.4122331647591163, '11': 0.39408651399491096, '9': 0.29962468562584643, '5': 0.27666309396212935, '6': 0.2487568262126566, '7': 0.22789287816362566, '3': 0.21875141242937854, '4': 0.2108016877637131, '2': 0.1257518674894446}
نهر	{'93': 14.05918663761801, '91': 9.671287623329587, '98': 8.9845689755192, '92': 8.827861377108983, '85': 7.196171359539076, '78': 4.059872077173115, '73': 3.598085679769538, '61': 3.5726874279123417, '71': 3.5311445508435932, '66': 3.1765526294199686, '64': 3.0186722800452186, '65': 2.7017654036703647, '54': 2.1001274645404497, '58': 1.6504262574595054, '45': 1.5199120689316767, '31': 1.4628055461105445, '47': 1.3816125176185123, '48': 1.2988812291383618, '57': 1.2781078761470916, '46': 1.1581938648838634, '36': 1.0136129218042356, '35': 0.9995998399359745, '30': 0.9281125653195264, '41': 0.9213544641157434, '14': 0.920795728843387, '13': 0.8926467706424134, '34': 0.8721379419085268, '43': 0.8506398637886528, '25': 0.8225309625475326, '29': 0.7711488861669604, '23': 0.7175766336780459, '39': 0.6547616027868672, '27': 0.6455748966253168, '21': 0.6230579223893087, '40': 0.6200049640109209, '22': 0.5984990764141683, '24': 0.581536636102162, '20': 0.5365343310469064, '28': 0.5235835023664639, '17': 0.47111143557640245, '18': 0.4532513901082821, '10': 0.4231862198614117, '16': 0.4041501615285454, '11': 0.3863593274459911, '9': 0.2937496917900455, '5': 0.2712383274138523, '6': 0.24387924138495745, '7': 0.22342439035649572, '3': 0.21446216904841034, '4': 0.20666832133697363, '2': 0.12328614459749472}
وعد	{'85': 7.196171359539076, '77': 3.777094917569018, '73': 3.598085679769538, '70': 3.389268207282913, '72': 2.649899052116483, '67': 2.3040852152697195, '54': 2.1001274645404497, '51': 2.0164570476264876, '50': 1.9926406258041274, '45': 1.5199120689316767, '31': 1.4628055461105445, '47': 1.3816125176185123, '48': 1.2988812291383618, '57': 1.2781078761470916, '46': 1.1581938648838634, '15': 1.0931549005491326, '36': 1.0136129218042356, '35': 0.9995998399359745, '38': 0.977715490574852, '30': 0.9281125653195264, '41': 0.9213544641157434, '14': 0.920795728843387, '13': 0.8926467706424134, '34': 0.8721379419085268, '43': 0.8506398637886528, '25': 0.8225309625475326, '19': 0.7457721792056704, '23': 0.7175766336780459, '39': 0.6547616027868672, '27': 0.6455748966253168, '21': 0.6230579223893087, '40': 0.6200049640109209, '8': 0.601343428460493, '22': 0.5984990764141683, '33': 0.5853477859918061, '24': 0.581536636102162, '26': 0.560292308805441, '20': 0.5365343310469064, '28': 0.5235835023664639, '17': 0.47111143557640245, '18': 0.4532513901082821, '10': 0.4231862198614117, '16': 0.4041501615285454, '11': 0.3863593274459911, '9': 0.2937496917900455, '5': 0.2712383274138523, '6': 0.24387924138495745, '7': 0.22342439035649572, '3': 0.21446216904841034, '4': 0.20666832133697363, '2': 0.12328614459749472}
